SampleID,Date_Collected,AODC,Conductivity,Temperature,pH,Redox,DO,DIC,DOC,O2_mM,CH4_mM,CO2_mM,N2_mM,N2O_mM,Sulfide,Cl,Br,NO3,PO4,SO4,NO3_Sup,NO2_Sup,Ferrous,K,Na,Ca,Mg,Al,Ba,Ag,As,Be,Bi,Cd,Co,Cr,Cs,Cu,Zn,Fe,Ga,Mn,Li,Ni,Pb,Se,Sr,U,U_Sup,Ti_Sup,V_Sup,Cr52_Sup,Cr53_Sup,Mn_Sup,Fe_Sup,Co_Sup,Ni_Sup,Cu_Sup,Zn66_Sup,Zn68_Sup,Ga_Sup,Ge_Sup,As_Sup,Rb_Sup,Sr_Sup,Mo95_Sup,Mo98_Sup,Ru_Sup,Rh_Sup,Pd_Sup,Cd106_Sup,Cd111_Sup,Sn120_Sup,Sb_Sup,Te_Sup,Cs_Sup,Ba_Sup,La_Sup,Ce_Sup,Pr_Sup,Nd_Sup,Sm_Sup,Eu_Sup,Gd_Sup,Dy_Sup,Ho_Sup,Er_Sup,Tm_Sup,Yb_Sup,Lu_Sup,Hf_Sup,Ta_Sup,W_Sup,Re_Sup,Pt_Sup,Tl_Sup,Pb208_Sup,Th_Sup,U_SS,Ti_SS,V_SS,Cr52_SS,Cr53_SS,Mn_SS,Fe_SS,Co_SS,Ni_SS,Cu_SS,Zn66_SS,Zn68_SS,Ga_SS,Ge_SS,As_SS,Rb_SS,Sr_SS,Mo95_SS,Mo98_SS,Ru_SS,Rh_SS,Pd_SS,Cd106_SS,Cd111_SS,Sn120_SS,Sb_SS,Te_SS,Cs_SS,Ba_SS,La_SS,Ce_SS,Pr_SS,Nd_SS,Sm_SS,Eu_SS,Gd_SS,Dy_SS,Ho_SS,Er_SS,Tm_SS,Yb_SS,Lu_SS,Hf_SS,Ta_SS,W_SS,Re_SS,Pt_SS,Tl_SS,Pb208_SS,Th_SS,U_Plt,Ti_Plt,V_Plt,Cr52_Plt,Cr53_Plt,Mn_Plt,Fe_Plt,Co_Plt,Ni_Plt,Cu_Plt,Zn66_Plt,Zn68_Plt,Ga_Plt,Ge_Plt,As_Plt,Rb_Plt,Sr_Plt,Mo95_Plt,Mo98_Plt,Ru_Plt,Rh_Plt,Pd_Plt,Cd106_Plt,Cd111_Plt,Sn120_Plt,Sb_Plt,Te_Plt,Cs_Plt,Ba_Plt,La_Plt,Ce_Plt,Pr_Plt,Nd_Plt,Sm_Plt,Eu_Plt,Gd_Plt,Dy_Plt,Ho_Plt,Er_Plt,Tm_Plt,Yb_Plt,Lu_Plt,Hf_Plt,Ta_Plt,W_Plt,Re_Plt,Pt_Plt,Tl_Plt,Pb208_Plt,Th_Plt
GW761.29.1.28.13.02,41302,24810.96408,380.9,15.96,6.59,297,4.72,31,0.313,0.242862108,0,2.183333938,1.145983493,0,0.001,43.96818245,0,10.64397825,0,20.76357335,0.156743656,89.0978625,0.02,0.91174,0,58.298,0,0,0.14884,0.010671,0,0,0,0,0,0.005526,0,0,0.035995,0,0.007342,0,0,0.110709,0,0,0.099415,0.002145,0.000773109,0.007411348,0.003993464,0.010083333,0.009748428,0.163860606,0.003440476,0.007062147,1.682577778,0,0.480131313,0.542681373,0.142270531,9.26E-05,0,0.006380392,1.217375,0.001652632,0.001530612,0.000128713,0,0,0.000116352,3.90E-05,0,0.000231405,0,7.52E-06,1.18822871,9.59E-06,0,0,0,0,0.000174292,4.25E-06,6.13E-06,0,0,0,0,0,0.000310861,0,0,5.41E-06,3.25E-05,0,0.001157051,1.15E-05,0.00097619,0.010730496,0.004882353,0.050826923,0.054213836,0.182921212,1.603488095,0.007864407,1.654055556,0.005878307,0.385287879,0.441352941,0.147328502,0.000402778,0.00088,0.006513725,1.200924242,0.001750877,0.001595238,0.000336634,0,0,0.003908805,2.70E-05,0,0.000256198,1.87E-05,1.00E-05,1.206126521,0.00011271,0.000219048,4.73E-05,0.000273973,5.90E-05,0.000180828,6.16E-05,0,1.01E-05,2.01E-05,0,1.55E-05,3.24E-05,3.18E-05,0,0,9.01E-06,1.03E-05,0,0.003557692,0,7.98E-05,0.002574468,0.001039216,0.101314103,0.097358491,0.043454545,3.29914881,0.001774011,0.045683333,0.013338624,0.045641414,0.04879902,0.009550725,0.000777778,0.000377778,0.000603922,0.013893939,0.000136842,1.02E-05,0,3.56E-05,0.004038095,0.006738994,0,8.06E-05,0,1.07E-05,1.75E-05,0.029761557,0.00023741,0.000495238,0.000104019,0.000504566,0.000117914,2.61E-05,0.000140127,8.79E-05,1.82E-05,0.000449799,5.92E-06,0.000343023,0,0.000449438,0,1.47E-05,0,1.03E-05,2.28E-05,0.001290064,0.000350575
GW089.62.1.7.13.02,41281,96172.02268,327.8,12.94,7.95,102,0.37,39.92,0.171,0.411246376,0,1.941652903,1.445288429,0,0.002,2.135511985,0,0.22598441,0.416240814,13.31296844,0,0,0.06,1.387482,0,45.374,0,0.011842,0.068715,0.007292,0,0,0,0,0,0,0,0,0.024312,0,0,0.011937,0,0,0,0,0.109912,0,0.003938972,0.022222389,0.004163158,0.173081974,0.168301441,0.003049577,0.009761677,0.000131792,0.013747767,0.006273551,0.23751137,0.584608262,0.425610869,0.001035229,0.002306848,0.048115161,3.681386956,0.002959653,0.002570338,0,0.000916151,0.002433772,0.002740344,6.96E-05,4.86E-05,0.000609123,4.89E-06,9.79E-05,0.951175505,4.69E-06,0,0,3.43E-06,7.77E-06,0.000194768,3.35E-06,0,5.08E-07,2.03E-06,7.01E-08,6.91E-06,0.001144138,0.000482582,5.90E-05,0.003576608,4.35E-05,6.12E-05,5.88E-06,0.011664263,0.00020233,0.004467787,0.022170213,0.007013072,0.187467949,0.18472327,2.986563636,5.815089286,0.002084746,0.118466667,0.078084656,0.409535354,0.598382353,0.259429952,0.002324074,0.002991111,0.036772549,2.886734848,0.000459649,0.000397959,0,0.000271845,0.000866667,0.000959119,0.000504505,0.000519444,0.000829201,0,0.000172932,1.241328467,0.000247002,0.000514286,6.86E-05,0.00033105,6.80E-05,0.00027451,7.01E-05,6.13E-05,1.21E-05,4.62E-05,5.92E-06,4.46E-05,0.000594286,0.000161049,7.37E-06,0.001452381,2.34E-05,3.42E-05,0.00082439,0.029918269,5.46E-05,7.70E-05,0.005340426,0.008313725,0.116429487,0.120138365,4.688860606,12.74057143,0.00300565,0.242766667,0.175460317,0.751368687,0.755573529,0.096864734,0.001421296,0.000502222,0.001941176,0.043628788,1.05E-05,6.80E-06,3.30E-06,0,0.000142857,0.001933962,0.001051051,0.000922222,0.000374656,0,0.000120301,0.404562044,0.000486811,0.001078571,0.0001513,0.000926941,0.000546485,0.000562092,0.000577495,0.000184049,3.23E-05,0.000104418,1.18E-05,7.17E-05,0.000529524,0.000670412,2.76E-05,0,0,0,0.00160813,0.052206731,8.48E-05
GW685.6.1.8.13.02,41282,15359.16824,906.1,14.55,6.88,0,0.1,85.6,0.916,0.269909685,0,4.917720964,1.614561822,0,0.009,96.052,0,1.560196459,0,21.1861294,0.010337918,0,0.07,2.497236,46.529,94.243,40.954,0.022994,0.140988,0.010832,0,0,0,0,0,0,0,0.018002,0.065091,0,0.007194,0.157945,0,0,0,0,0.139102,0.004615,0.010518669,0.033347705,0.001047999,0,0.001765653,3.368070935,0.015663497,0.002065499,0.022140153,0.051049567,0.857490067,1.066023987,0.341157211,0.00081467,0,0.033226524,1.715592697,0.003845984,0.003422986,0,0.000127406,0.004218089,0.005780541,0.000330206,2.29E-05,0.000871231,0,0.000174716,1.15904052,1.91E-05,3.09E-05,2.97E-06,3.83E-05,1.01E-05,0.000234185,9.86E-06,4.00E-06,1.85E-06,2.44E-06,0,2.95E-06,0.001215319,0.000268982,5.16E-05,0.003702826,5.48E-05,0.000101114,4.36E-05,0.009714145,0.000113253,0.010217087,0.039723404,0.000751634,0.000551282,0.002031447,3.205872727,1.056053571,0.001824859,0.019877778,0.057798942,0.725590909,0.843823529,0.220545894,0.000958333,0,0.03247451,1.629727273,0.003368421,0.00297619,0,2.27E-05,0.001946032,0.002433962,0.000297297,1.11E-05,0.000873278,2.67E-06,0.000162907,1.154559611,4.56E-05,8.10E-05,7.09E-06,5.94E-05,1.59E-05,0.000246187,1.91E-05,1.02E-05,0,6.02E-06,0,5.81E-06,0.00079619,8.80E-05,1.84E-05,0.001727106,4.14E-05,6.84E-05,0.000115447,0.014371795,4.17E-05,0.000162465,0,0.000176471,0.000923077,0.002194969,0.080375758,1.126744048,0.000112994,0.00065,0.034248677,0.075747475,0.069509804,0.00457971,0,0,0.000286275,0.025939394,0.000115789,8.84E-05,0,6.15E-05,0.000244444,0.001720126,3.00E-05,3.33E-05,0.000110193,0,5.01E-06,0.019445255,3.60E-05,0.000116667,1.65E-05,0.0003379,0.00039229,0.000442266,0.00043949,1.64E-05,6.06E-06,8.03E-06,0,5.81E-06,0.000561905,0.000574906,2.58E-05,0,3.60E-06,6.84E-06,0.000162602,0.0141875,3.59E-05
GW765.77.1.11.13.02,41285,12759.92439,638.8,19.14,6.68,330,0.23,89.72,0.447,0.267454432,0,4.294977634,1.565581084,0,0.003,33.19088386,0.156894954,0,0,14.33702917,0,0,0.06,1.306818,0,123.114,0,0.026541,0.17884,0.010956,0,0,0,0,0,0,0,0.007809,0.047248,0,0.008148,0.329824,0,0,0,0,0.192274,0.037226,0.038502081,0.052342901,0.001203005,5.29E-05,0.000950104,19.85159345,0.01763793,0.008505057,0.217343935,0.006754641,0.774676287,1.03246037,0.38552847,1.50E-05,0,0.024763517,2.496172784,0.00138248,0.001197434,0,0.000600812,0.002174546,0.002791462,0.000307953,0,0.000174558,1.28E-05,6.79E-05,1.360558348,8.49E-05,0.000279075,2.80E-05,0.000163401,4.85E-05,0.000292403,4.96E-05,5.54E-05,1.27E-05,4.20E-05,4.11E-06,3.82E-05,0.001276885,0.000247667,3.77E-05,0.002860367,6.46E-05,6.95E-05,0.000140622,0.020204841,9.28E-05,0.04057423,0.044078014,0.000973856,0.000339744,0.001100629,18.9966,0.306630952,0.007813559,0.19565,0.022920635,0.617469697,0.812882353,0.297748792,0.000101852,0,0.022811765,2.383136364,0.001231579,0.001095238,0,0.000391586,0.001149206,0.001591195,0.000315315,0,0.000187328,0,7.27E-05,1.464467153,0.000141487,0.000409524,4.02E-05,0.000230594,7.03E-05,0.000326797,6.58E-05,6.54E-05,1.62E-05,3.61E-05,5.92E-06,3.68E-05,0.000918095,0.000146067,2.03E-05,0.001569597,2.88E-05,3.42E-05,0.00022439,0.020916667,6.90E-05,0.000886555,0,0.000143791,3.21E-05,0.001471698,0.202830303,0.661636905,0.000186441,0.0029,0.032359788,0.023580808,0.023558824,0.004004831,0,0,0.000258824,0.02644697,3.16E-05,2.04E-05,3.30E-06,0,6.35E-05,0.001685535,6.01E-06,2.78E-06,8.26E-06,0,7.52E-06,0.016435523,6.71E-05,0.00022381,2.84E-05,0.000388128,0.000396825,0.000444444,0.000454352,1.84E-05,6.06E-06,1.20E-05,0,9.69E-06,0.000584762,0.00064794,3.31E-05,0,1.80E-06,0,0.000144715,0.016227564,6.90E-05
GW737.12.12.12.02,41255,77032.13611,937.2,13.53,6.66,325,0.33,89.06,0.786,0.472859768,0,3.72928115,2.379855415,0,0,5.291861783,0,1.380380769,0,3.611394222,0.293083372,28.4687865,0.06,2.771949,22.112,103.841,0,0.021259,0.152013,0.010611,0,0,0,0,0,0,0,0.004908,0.038444,0,0.007515,0.499825,0,0,0,0,0.22526,0.010844,0.058291317,0.046411348,0.004213725,0.000474487,0.003215723,20.52121212,0.062982143,0.007444068,0.013595556,0.06184127,0.258333333,0.461715686,0.230869565,0.000266481,0.0011468,0.018592157,3.59280303,0.001564211,0.001304762,4.56E-05,0,0.000355556,0,0.000266967,0,0.001313499,1.61E-05,0.000153383,1.35377129,6.23E-05,0.000230643,2.96E-05,0.00013347,0.000137098,0.000536928,0.000134055,3.07E-06,9.10E-06,1.75E-05,2.40E-06,2.09E-05,0.001180381,0.000196573,1.60E-05,0,2.82E-05,0.000167282,7.76E-05,0.000379984,4.22E-06,0.06442577,0.046624113,0.003952288,0.001672308,0.002355472,17.96727273,0.050005952,0.008946893,0.020344444,0.080513228,0.356919192,0.596176471,0.24826087,0.000194537,0.000759467,0.016619608,3.670075758,0.001788772,0.001579932,3.57E-05,0,0.001778413,0.004575157,0.000296577,3.37E-05,0.001422314,9.33E-05,0.000126591,1.210218978,8.77E-05,0.000286762,3.70E-05,0.000177763,5.27E-05,0.000308627,5.79E-05,3.73E-05,6.71E-06,3.44E-05,1.74E-06,1.79E-05,8.31E-05,0.000309476,0,4.63E-05,2.47E-05,0.000294479,7.47E-05,0.000561058,3.77E-05,0.000113529,0.000429801,4.00E-05,0.001031667,5.35E-05,0.063084848,0.047297619,0.000202316,0,0.012979365,0.012615152,0.012172549,0.000809034,3.24E-06,0,0.000371059,0.007642045,1.20E-05,1.16E-05,0.00055099,0,0,0.003093082,6.17E-06,1.38E-05,5.60E-05,5.19E-05,3.24E-05,0.003801946,8.04E-05,0.000152143,2.27E-05,9.71E-05,1.24E-05,1.80E-06,1.55E-05,9.01E-06,2.03E-06,2.54E-05,0,2.59E-06,0,0.000257397,0,0,2.99E-07,2.33E-06,1.05E-06,0.000283077,1.70E-05
GW057.10.1.8.13.02,41282,11342.15501,1003,15.08,6.72,304,0.71,98.66,1.356,0.320666056,0,5.216793305,1.687356064,0,0.008,114.224,0,0,0,35.45279638,0,0,0.06,0.68485,132.878,76.854,0,0.017345,0.063581,0.01048,0,0,0,0,0,0.005681,0,0.015923,0.066497,0,0,0.021544,0,0,0,0,0.140841,0.004072,0.009370172,0.025487681,0.004717512,0.020954545,0.023817151,0.49247232,0.021390813,0.001594029,0.096755163,0.036113761,0.98978952,0.991013157,0.126784119,0,0.000190612,0.008826418,1.64683013,0.003001391,0.002593481,0,0.000294943,0.003777803,0.005491762,0.00719369,2.59E-05,0.000856885,2.78E-05,2.90E-05,0.469654718,3.77E-05,4.98E-05,6.76E-06,5.20E-05,1.76E-05,0.00010438,1.49E-05,1.31E-05,4.73E-06,1.59E-05,1.22E-06,1.43E-05,0.001262036,0.000348588,4.27E-05,0.003493366,4.60E-05,0.000114892,3.60E-05,0.010364401,0.000150032,0.009806723,0.02458156,0.006947712,0.184782051,0.184169811,0.579157576,1.406130952,0.003107345,0.118438889,0.151571429,0.995323232,0.975073529,0.09089372,0.00037963,0.000355556,0.010098039,1.692185606,0.003568421,0.003159864,0,0,0.001606349,0.002720126,0.009441441,0.000113889,0.000892562,0,0.00018797,0.475474453,0.001134293,0.002102381,0.000408983,0.001844749,0.000387755,0.000178649,0.000316348,0.000216769,3.64E-05,0.00010241,9.86E-06,7.56E-05,0.00080381,0.000129213,1.29E-05,0.001908425,4.32E-05,9.74E-05,0.000338211,0.017528846,9.20E-05,0.000151261,0.001730496,0.005470588,0.308570513,0.312515723,0.168193939,2.74739881,0.003683616,0.055744444,0.301174603,0.49310101,0.435318627,0.003830918,0,0,0.003290196,0.020734848,0.001273684,0.00114966,0,0,0,0.001638365,0.007720721,0.000158333,8.54E-05,0,0.000433584,0.016172749,0.002577938,0.004997619,0.000981087,0.004280822,0.001258503,0.000605664,0.001101911,0.000525562,8.89E-05,0.000226908,2.76E-05,0.000166667,0.000615238,0.000602996,3.13E-05,6.41E-05,5.41E-06,8.55E-06,0.000756098,0.030104167,0.000106322
GW223.39.1.8.13.02,41282,1063.327032,466.5,16.41,6.83,1356,0.41,52.64,1.161,0.75804906,0,1.509677357,3.154384373,0,0.002,56.364,0.07881334,0,0,41.61210036,0,0,0.12,2.128802,24.482,77.863,0,0.054556,0.273962,0.010652,0,0,0,0.003096,0,0,0,0.029101,0.072319,0.149595,0.011232,0.418724,0,0,0,0,0.224043,0.042048,0.188051112,0.032905462,0.001020824,0.000141546,0.002430438,0.420380072,0.023507818,0.00051077,0.025101431,0.015958698,0.749197813,1.282240771,0.692421063,0.000134065,0.010515155,0.019467341,3.375728585,0.049448704,0.04426435,0,0.000142593,0.003682308,0.00447797,0.000178145,6.68E-05,0.000398272,0,3.68E-05,2.012110847,1.33E-05,0,0,2.85E-06,6.98E-06,0.000423199,1.28E-05,0,1.13E-07,1.31E-06,4.43E-08,1.63E-06,0.001099886,0.000370675,2.93E-05,0.003311295,3.92E-05,6.49E-05,2.94E-05,0.010703427,9.64E-05,0.199609244,0.022503546,0.000901961,0.000384615,0.002459119,1.514321212,2.642517857,0.001237288,0.026627778,0.020587302,0.597131313,0.886784314,0.397927536,0.000717593,0.019795556,0.016454902,2.726587121,0.037035088,0.033013605,0,0,0.001606349,0.001628931,0.000174174,6.67E-05,0.000465565,0,4.01E-05,2.122703163,6.71E-05,0.000157143,1.18E-05,8.68E-05,2.72E-05,0.000455338,2.97E-05,1.23E-05,2.02E-06,6.02E-06,0,9.69E-06,0.000670476,0.000153558,1.66E-05,0.001373626,2.52E-05,6.15E-05,9.76E-05,0.012475962,9.34E-05,0.003147059,0,0.000372549,0.000288462,0.003716981,0.788357576,6.151827381,0.000774011,0.016844444,0.019179894,0.217858586,0.201627451,0.014096618,0,0.025786667,0.000211765,0.043420455,0.000933333,0.000812925,0,0,1.27E-05,0.001437107,1.80E-05,5.28E-05,9.92E-05,0,1.50E-05,0.058450122,0.000115108,0.000347619,4.02E-05,0.000438356,0.000414966,0.000455338,0.000456476,2.86E-05,6.06E-06,2.21E-05,3.94E-06,1.74E-05,0.000540952,0.000593633,2.58E-05,0,0,1.71E-06,0.000185366,0.015365385,0.000103448
GW60.1A.60.2.4.13.02,41309,13941.39887,1076,19.23,7.38,266,0.23,48.81,0.907,0.334377899,0.012031075,1.98641345,1.905152841,0,0.025,159.078,0.218304833,0.189139097,0,125.869,0,0,0.11,3.271556,52.411,117.874,0,0.149003,0.191448,0.01052,0,0,0,0,0,0,0,0.030159,0.040554,0.087889,0.008719,0.399751,0.604411,0,0,0,0.423062,0.003889,0.006782913,0.017411348,0.000915033,0.000166667,0.001226415,7.0516,0.024803571,0.00159887,0.043383333,0.015910053,0.377151515,0.47802451,0.166531401,0.000217593,0,0.009854902,4.921215909,0.151982456,0.136030612,5.94E-05,0,3.17E-05,5.00E-04,0.000444444,0,0.000446281,0,3.51E-05,1.437311436,1.20E-05,2.38E-06,0,0,0,0.000215686,1.49E-05,1.43E-05,6.06E-06,0,5.92E-06,0,0,0.000359551,0,0,0.001927928,2.91E-05,0,0.001307692,2.87E-05,0.008453782,0.024921986,0.001934641,0.007179487,0.011779874,7.280345455,1.357744048,0.002028249,0.043861111,0.054814815,0.345823232,0.433553922,0.175164251,0.000560185,0.00148,0.009729412,5.409231061,0.160578947,0.146632653,0.000115512,0,0,0.004355346,0.000405405,0,0.000512397,0,3.76E-05,1.482508516,6.24E-05,0.000159524,2.13E-05,0.000111872,3.63E-05,0.000213508,3.18E-05,0,1.21E-05,4.22E-05,7.89E-06,7.36E-05,8.76E-05,7.87E-05,0,0,0.001906306,0,0,0.001983974,1.87E-05,0.000142857,0.000404255,0.000346405,0.027717949,0.028314465,0.348418182,3.183440476,0.000248588,0.004755556,0.07678836,0.072136364,0.07297549,0.00884058,0.000736111,0.000991111,0.000356863,0.086594697,0.002712281,0.001904762,0,0,0.004079365,0.007154088,0,7.78E-05,0,0,7.52E-06,0.028871046,0.000177458,0.000411905,5.20E-05,0.000226027,4.31E-05,1.31E-05,5.73E-05,5.11E-05,1.21E-05,0.000445783,5.92E-06,0.000341085,0,0.000509363,0,3.11E-05,2.70E-05,1.20E-05,2.11E-05,0.001330128,0.000326149
GW283.43.1.29.13.02,41303,58601.13422,1089,18.01,6.95,95,0.07,88.28,2.707,0.429436238,0,4.226537314,2.277446496,0,0.013,141.977,0,3.144816401,0,17.10744203,0.052673257,0,0.03,5.129209,106.308,71.571,0,0.025082,0.252217,0.010587,0,0,0,0,0,0,0,0.006549,0.041717,0,0.010482,0.263972,0,0,0,0,0.397128,0.022768,0.040481793,0.01348227,0.000627451,0.003339744,0.004037736,1.439569697,0.006357143,0.00079661,0.062183333,0.018306878,0.435373737,0.5225,0.159816425,0.000185185,0,0.02427451,2.790079545,0.007119298,0.006292517,0.000323432,0,0,0.000283019,0.0003003,0,0.000322314,0,3.26E-05,1.330187348,1.44E-05,4.76E-06,4.73E-06,0,0,0.0001939,8.49E-06,4.09E-06,0,0,0,0,0,0.000368914,1.84E-06,0,3.60E-06,3.76E-05,1.63E-06,0.000969551,0,0.051369748,0.01748227,0.004163399,0.349410256,0.365610063,6.558957576,13.8469881,0.004779661,0.119922222,0.070280423,0.436676768,0.505647059,0.170521739,0.003046296,0.001826667,0.02427451,2.690939394,0.004642105,0.004197279,0.000547855,0,0,0.004188679,0.00051952,0,0.000479339,2.67E-05,4.26E-05,1.425481752,0.000534772,0.001464286,0.000182033,0.000876712,0.000204082,0.000265795,0.00022293,0,3.43E-05,7.83E-05,9.86E-06,5.04E-05,0.00024381,0.000121723,0,0,7.21E-06,1.71E-06,1.46E-05,0.00456891,0,0.001284314,0.008673759,0.00445098,0.544775641,0.54136478,4.601739394,17.55163095,0.005440678,0.091827778,0.094375661,0.343737374,0.334632353,0.030821256,0.003527778,0.001044444,0.00272549,0.037768939,0.000364912,0.000190476,0,3.24E-06,0.005146032,0.007955975,0.000138138,1.00E-04,5.79E-05,0,9.77E-05,0.103141119,0.000899281,0.002397619,0.00029078,0.001408676,0.000303855,7.41E-05,0.000312102,0.000182004,4.04E-05,0.000514056,1.18E-05,0.000368217,0,0.000363296,0,5.86E-05,0,5.13E-06,4.72E-05,0.003985577,0.000283046
GW098.57.1.22.13.02,41296,10278.82798,1331,16.01,6.43,198,0.11,171.2,4.957,0.294821967,0.013854031,12.15839681,1.198175782,0,0,134.102,1.199899976,0,0,18.21503402,0,0,0.39,5.074888,28.106,229.38,0,0.018632,0.633314,0.010495,0,0,0,0,0,0,0,0,0.035131,0.251529,0.023064,0.918448,0.049816,0.045835,0.003726,0,0.93419,0.022918,0.009197568,0.079650777,0.001234643,0.0017062,0.003259256,18.73432778,0.068192736,0.048323699,0.766804199,0.108393739,0.434785832,1.383198015,1.128779878,0.001115115,0.000967171,0.052427393,11.42565325,0.001120541,0.000929961,6.90E-06,0.000473629,0.006025093,0.006473912,0.001700367,0.000339053,0.000366061,3.59E-06,0.000151636,5.165422078,4.63E-05,4.23E-05,2.11E-06,3.96E-05,4.75E-05,0.001071337,3.99E-05,1.83E-05,4.90E-06,2.48E-05,5.42E-06,6.28E-05,0.001299689,0.000198529,3.22E-05,0.003069504,0.000174232,0.000159646,0.000882059,0.026125389,6.66E-05,0.009813725,0.211120567,0.003470588,0.161096154,0.159786164,19.34314545,5.303440476,0.050819209,0.760038889,0.166306878,0.410343434,1.208671569,0.956676329,0.002810185,0.002097778,0.056172549,12.70050379,0.001280702,0.001057823,6.60E-06,0.000339806,0.003831746,0.003738994,0.002993994,0.000925,0.0004573,0,0.000220551,5.485686131,0.00047482,0.001640476,0.000125296,0.000531963,0.000133787,0.001122004,0.000142251,0.000104294,2.02E-05,8.23E-05,9.86E-06,0.000102713,0.001015238,0.000101124,1.47E-05,0.001520147,0.000190991,0.000153846,0.004195122,0.095354167,8.33E-05,0.000843137,0.315595745,0.006300654,0.42525,0.431930818,1.16070303,14.748,0.00979661,0.057394444,0.162518519,0.218035354,0.309647059,0.128140097,0.002407407,0.000368889,0.007015686,3.104170455,0.000361404,0.00027551,1.65E-05,0,0.000514286,0.002009434,0.003564565,0.001230556,0.000242424,0,0.00024812,0.51423601,0.001007194,0.004078571,0.000345154,0.001554795,0.000668934,0.0006122,0.000670913,0.000259714,4.85E-05,0.000140562,1.78E-05,0.000125969,0.000737143,0.00061236,2.76E-05,0,1.80E-06,5.98E-05,0.00702439,0.181383013,0.000119253
GW148.12.17.12.02,41260,51512.28733,1399,16.53,6.45,156,1.32,83.58,1.742,0.216639502,0,3.659714833,1.113425682,0,0.004,245.812,0.214755326,0,0,15.51343085,0,0,0.17,2.901728,45.169,188.521,0,0.015467,0.343926,0.010375,0,0,0,0,0,0,0,0.009162,0.050943,0.062092,0.013431,1.128358,0,0.095961,0,0,0.734546,0.003695,0.00668705,0.053190342,0.001978726,0.000649718,0.00358617,21.82535747,0.022447585,0.012082874,1.816849446,0.037627949,0.396798739,0.994535379,0.727010485,0.000317069,0.000156667,0.040606465,8.609480633,0.00505003,0.004451588,1.36E-05,3.93E-05,0.02559528,0.027809976,0.00023334,0.000318983,0.001196918,0.000149409,0.00016164,2.790634546,4.56E-05,6.24E-05,1.10E-05,6.23E-05,2.85E-05,0.000527123,4.43E-05,2.24E-05,1.31E-05,1.68E-05,7.53E-06,2.41E-05,0.000898542,0.001498659,0.000112742,0.00847877,6.24E-05,0.00044389,4.83E-05,0.000972339,0.00074198,0.008830532,0.043808511,0.001529412,0.031333333,0.033226415,21.29853939,0.329035714,0.011412429,1.721527778,0.041830688,0.331808081,0.737936275,0.504275362,0.000305556,6.22E-05,0.037611765,8.267598485,0.004908772,0.004387755,0,0,0.006771429,0.008188679,0.000204204,0,0.001112948,0,0.00014787,2.727111922,7.19E-05,1.00E-04,1.18E-05,8.90E-05,3.17E-05,0.00059695,3.40E-05,1.43E-05,6.06E-06,1.20E-05,0,9.69E-06,0.000260952,0.000209738,7.37E-06,0.001529304,1.62E-05,0.000119658,2.11E-05,0,0.00012069,4.48E-05,0,0.001405229,0.139730769,0.141232704,0.066666667,1.516589286,0.000350282,0.012183333,0.020074074,0.012590909,0.011803922,0.001980676,0,0,0.000490196,0.013246212,0.002708772,0.002510204,2.31E-05,9.71E-06,0.001361905,0.003103774,3.60E-05,0.000172222,9.92E-05,0,4.76E-05,0.008148418,0.000100719,0.000188095,4.26E-05,0.00039726,0.000417234,0.000461874,0.000456476,3.48E-05,1.62E-05,2.41E-05,1.38E-05,1.94E-05,0.000207619,0.000842697,8.66E-05,0,7.21E-06,2.56E-05,5.69E-05,0.004004808,5.00E-04
